title,na_sales,jp_sales,pal_sales,other_sales,total_title,popular_title,flop_title
Hellblade,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Atelier Marie Remake: The Alch,NULL,NULL,NULL,NULL,5,Other Region,Other Region
Ys II Eternal,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Aperture Desk Job,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Littlest Pet Shop: Country Fri,0.230000004172325,NULL,0,0.0199999995529652,1,North America,Europe and Africa
Tyco RC: Assault with a Batter,0.0599999986588955,NULL,0.0399999991059303,0.00999999977648258,1,North America,Other Region
UFO: Extraterrestrials,NULL,NULL,0.00999999977648258,0,1,Europe and Africa,Other Region
Heileen 2: The Hands Of Fate,NULL,NULL,NULL,NULL,3,Other Region,Other Region
15DicePuzzle,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Chipmunk Christmas,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Thunder Blade,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Riot: Civil Unrest,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Tamagotchi no Pichi Pichi Omis,NULL,0.129999995231628,NULL,NULL,1,Japan,Other Region
MLB Front Office Manager,0.129999998956919,NULL,NULL,0.0199999995529652,3,North America,Other Region
All-Star Fruit Racing,0.0399999991059303,NULL,NULL,0.00999999977648258,2,North America,Other Region
Shinsouban Mahou Tsukai no Gos,NULL,0,NULL,NULL,1,Japan,Japan
Dragon Ball FighterZ,NULL,NULL,NULL,NULL,5,Other Region,Other Region
James Pond 2: Codename: Roboco,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Petit Copter,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Montessori Music,0.00999999977648258,NULL,0.0199999995529652,0,1,Europe and Africa,Other Region
BioHazard 15th Anniversary Box,NULL,NULL,NULL,NULL,1,Other Region,Other Region
StarPilot,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Dungeon Highway,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Koukou Nyuushideru Jun: Rekish,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Ex-Mutants,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Pocoro,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Destruction Derby,NULL,NULL,NULL,NULL,5,Other Region,Other Region
Mega Man Zero 2,0.180000007152557,0.170000001788139,0.0700000002980232,0.00999999977648258,1,North America,Other Region
AquaPazza: AquaPlus Dream Matc,0.0500000007450581,0.0500000007450581,NULL,0.00999999977648258,2,North America,Other Region
This Is The Police,0.00999999977648258,NULL,0,0,4,North America,Europe and Africa
PondScum,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Genesis,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Wantame Fortune Channel,NULL,0.0599999986588955,NULL,NULL,1,Japan,Other Region
Shikakui Atama Maruku Suru: Ko,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Boku mo Sekai o Sukuitai: Batt,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Table Soccer X,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Wii de Asobu Chibi-Robo!,NULL,0.0500000007450581,NULL,NULL,1,Japan,Other Region
Super Robot Taisen Neo,NULL,0.0500000007450581,NULL,NULL,1,Japan,Other Region
Feral Rites,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Fullmetal Alchemist: Senaka wo,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Cats Toss,NULL,NULL,NULL,NULL,2,Other Region,Other Region
R-Type Final 2,NULL,NULL,NULL,NULL,5,Other Region,Other Region
LEGO Creator: Harry Potter,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Famicom Mini: Dig Dug,NULL,0.0500000007450581,NULL,0,1,Japan,Other Region
OutRun 2006: Coast 2 Coast,0.0499999988824129,0.00999999977648258,0.0199999995529652,0,4,North America,Other Region
Get Backers Dakkanoku,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Legend of Zelda 2: Link no,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Kirby Tilt 'n' Tumble,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Kishin Korinden Oni,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Planet Explorers,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Brutal Sports Football,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Silent Bomber,0.00999999977648258,NULL,0.00999999977648258,0,1,North America,Other Region
Time Soldiers,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Star Wars Episode I: Battle fo,0.209999993443489,NULL,0.0500000007450581,0,2,North America,Other Region
Song of the Deep,0.299999993294477,NULL,NULL,0.0499999988824129,4,North America,Other Region
Dark Souls: Remastered,0.0700000002980232,NULL,0.0299999993294477,0.00999999977648258,5,North America,Other Region
"DS Toukemuri Suspense Series: ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Osomatsu-kun: Back to Zami no ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
Taxi!,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Goldens,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Yin-Yang! Another X-Change,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Descent: FreeSpace - The Great,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Virtual Cameraman Part 3: Sugi,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Poy Poy,0.00999999977648258,NULL,0.00999999977648258,0,1,North America,Other Region
Shark Attack Deathmatch 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
A Space for the Unbound,NULL,NULL,NULL,NULL,6,Other Region,Other Region
Title Match Pro Wrestling,NULL,NULL,NULL,NULL,2,Other Region,Other Region
"Shin Master of Monsters Final ",NULL,NULL,NULL,NULL,3,Other Region,Other Region
The King of Fighters '98 Ultim,0.0399999991059303,0.0299999993294477,0.0299999993294477,0.00999999977648258,3,North America,Other Region
Animal Breeder 3,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Jewel Pet: Mahou no DS Kirapi ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
Football Strike,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Mega Man 6,0.280000001192093,0.159999996423721,0.0700000002980232,0.00999999977648258,3,North America,Other Region
Toriko,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Anime Freak FX Vol. 4,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Ren & Stimpy Show: Space C,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Super Fantasy Zone,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Shinseiki GPX Cyber Formula VS,NULL,0.00999999977648258,NULL,NULL,1,Japan,Other Region
Biology Battle,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Legend of Zelda: Link's Aw,NULL,NULL,NULL,NULL,4,Other Region,Other Region
WipEout Rush,NULL,NULL,NULL,NULL,2,Other Region,Other Region
One-on-One Basketball,NULL,NULL,NULL,NULL,1,Other Region,Other Region
GoD Factory: Wingmen,NULL,NULL,NULL,NULL,1,Other Region,Other Region
X-Men Legends,2.03000000119209,NULL,1.07000002264977,0.259999992325902,4,North America,Other Region
Spawn: Armageddon,0.399999994784594,NULL,0.220000000670552,0.0699999984353781,3,North America,Other Region
Hidden Mysteries: Buckingham P,0.129999995231628,NULL,0.0700000002980232,0.0199999995529652,2,North America,Other Region
Chara Pasha! Cinnamon Roll,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Clandestine,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Dungeons & Dragons: Shadow ove,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Shooter: Space Shot,0,NULL,0,0,1,North America,North America
Aragami: Shadow Edition,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Kosodate Quiz Motto: My Angel,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Blackhole,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Funky Lab Rat,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Star Trek: Starship Creator Wa,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Front Mission Online,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Lagoon,NULL,0.0500000007450581,NULL,0,1,Japan,Other Region
NFL 2K1,1.01999998092651,NULL,0.0500000007450581,0.0199999995529652,1,North America,Other Region
SaGa 2: Hihou Densetsu - Godde,NULL,0.170000001788139,NULL,NULL,1,Japan,Other Region
EyeToy Play: Astro Zoo,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Silent Hunter Online,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Dai-2-Ji Super Robot Taisen Z ",NULL,0.360000014305115,NULL,NULL,1,Japan,Other Region
In Memoriam,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Bricks4Ever,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Hot Wheels: Rift Rally,NULL,NULL,NULL,NULL,3,Other Region,Other Region
UN Squadron,NULL,0.119999997317791,NULL,NULL,1,Japan,Other Region
Red Dead Redemption: Outlaws t,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Shank 2,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Kotoba no Puzzle: Mojipittan,NULL,NULL,NULL,NULL,1,Other Region,Other Region
ARC Ninja Edition,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Arcade Archives: Art of Fighti,NULL,NULL,NULL,NULL,2,Other Region,Other Region
"Ratchet & Clank Future: Tools ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
Home Design 3D,NULL,NULL,NULL,NULL,1,Other Region,Other Region
uDraw Studio,1.64999997615814,NULL,0.579999983310699,0.209999993443489,1,North America,Other Region
F.E.A.R. 2: Project Origin,0.549999989569187,0.00999999977648258,0.400000009685755,0.139999998733401,3,North America,Japan
Reality Fighters,0.0500000007450581,NULL,0.0599999986588955,0.0299999993294477,1,Europe and Africa,Other Region
Shin Sangoku Musou 5 Special,NULL,0.0500000007450581,NULL,NULL,1,Japan,Other Region
Full House Kiss 2,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
Twin Sector,0,NULL,NULL,0,1,North America,North America
Bakuten Shoot Beyblade: Gekito,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Umihara Kawase Fresh!,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Simon the Sorcerer II: The Lio,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Claymates,NULL,NULL,NULL,NULL,1,Other Region,Other Region
F-1 Grand Prix,NULL,0.280000001192093,NULL,NULL,1,Japan,Other Region
F1 Grand Prix,NULL,NULL,0,0,1,Europe and Africa,Europe and Africa
Shogi World Champion: Gekisash,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Serious Sam Gold,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Anstoss 2 Gold,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Monsters vs. Aliens,0.920000003650784,NULL,0.319999996572733,0.219999996945262,6,North America,Other Region
Asphalt 3D,0.270000010728836,0.0199999995529652,0.159999996423721,0.0399999991059303,1,North America,Japan
Magic Sword,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Phantasy Star Portable,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Metal Slug 5,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Speedball 2 Evolution,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Calcio Bit,NULL,0.0299999993294477,NULL,0,1,Japan,Other Region
Counter-Strike 1: Anthology,NULL,NULL,0,0,1,Europe and Africa,Europe and Africa
Softporn Adventure,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Shanghai II: Dragon's Eye,NULL,NULL,NULL,NULL,3,Other Region,Other Region
"El Paso, Elsewhere",NULL,NULL,NULL,NULL,3,Other Region,Other Region
MLB The Show 21,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Oktoberfest,NULL,NULL,0,0,1,Europe and Africa,Europe and Africa
Carnivores,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Kuma Uta,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Tsukue de Bowling,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Resident Evil: Revelations,0.730000011622906,0.610000008717179,0.78999999538064,0.200000002980232,9,Europe and Africa,Other Region
Iron Phoenix,0.0199999995529652,NULL,0,0,1,North America,Europe and Africa
Fight For Life,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Gundam,NULL,NULL,NULL,NULL,1,Other Region,Other Region
ACA NEOGEO KARNOV'S REVENGE,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Koukou Eijukugo Kihon 200-Go M,NULL,NULL,NULL,NULL,1,Other Region,Other Region
ACA NEOGEO SUPER SIDEKICKS 3 :,NULL,NULL,NULL,NULL,2,Other Region,Other Region
"The Chronicles of Narnia: The ",1.36000001430511,NULL,0.300000004470348,0.0999999977648258,6,North America,Other Region
"Nicktoons: Battle for Volcano ",0.490000009536743,NULL,0.0599999986588955,0.0299999993294477,4,North America,Other Region
Shantae: Half-Genie Hero,0.220000002533197,0.0199999995529652,0.00999999977648258,0.0399999991059303,8,North America,Europe and Africa
Rose to Tasogare no Kojou,NULL,0.0399999991059303,NULL,NULL,1,Japan,Other Region
Death Duel,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Mystereet Windows: Yasogami Ka,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Xak III: The Eternal Recurrenc,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Forgotton Anne,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Scars Above,NULL,NULL,NULL,NULL,5,Other Region,Other Region
Khamrai,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Fire ProWrestling S: 6Men Scra,NULL,0.119999997317791,NULL,0,1,Japan,Other Region
Fukakutei Sekai no Tantei Shin,NULL,0.00999999977648258,NULL,NULL,6,Japan,Other Region
Enkan no Memoria: Kakera Tomos,NULL,0,NULL,NULL,1,Japan,Japan
Firehawk,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Wonder Boy: Asha in Monster Wo,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Mahou Gousei Ya San no Mike,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Super Columns,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Final Saga: The Gaia Cross Chr,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Moebius: The Orb of Celestial ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
Copter Crisis,NULL,NULL,NULL,NULL,1,Other Region,Other Region
AKB1/149: Love Election,NULL,0.380000002682209,NULL,NULL,3,Japan,Other Region
Dengeki Bunko: Fighting Climax,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Irotoridori no Sekai,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Hero of Sparta,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Battlefield Vietnam,NULL,NULL,NULL,NULL,1,Other Region,Other Region
SimCity (2013),NULL,NULL,NULL,NULL,1,Other Region,Other Region
Alien Monster Bowling League,0.0900000035762787,NULL,NULL,0.00999999977648258,1,North America,Other Region
Hitotsu Tobashi Renai V,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
ItzaBitza,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Rescue Dog,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Itsu Demo Doko Demo Dekiru Sho,NULL,NULL,NULL,NULL,1,Other Region,Other Region
FIFA Street 2,0.430000003427267,0.0199999995529652,0.229999992996454,0.0599999986588955,7,North America,Japan
The Stronghold Collection,0.0399999991059303,NULL,0.0799999982118607,0.00999999977648258,1,Europe and Africa,Other Region
Democracy 3,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Combat Mission: Red Thunder,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Spot: The Video Game,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Hitman 2: Silent Assassin,2.22000000625849,0.0399999991059303,1.55999997071922,0.459999997168779,5,North America,Japan
Juiced 2: Hot Import Nights,0.870000001043081,0.0199999995529652,0.740000011399388,0.269999999552965,8,North America,Japan
Arcania: Gothic 4,0.170000001788139,0.00999999977648258,0.119999997317791,0.0399999991059303,4,North America,Japan
Otona no Renai Shousetsu: Harl,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
Gabriel Knight: Sins of the Fa,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Gravitron360,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Hudson Best Collection Vol. 3:,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Double Dungeons,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Nemesis,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Rush 2: Extreme Racing USA,0.349999994039536,NULL,0.0599999986588955,0,1,North America,Other Region
AMF Bowling World Lanes,0.330000013113022,NULL,NULL,0.0299999993294477,1,North America,Other Region
20-Seiki Alice,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Kickboxing,NULL,NULL,NULL,NULL,1,Other Region,Other Region
We Sing UK Hits,NULL,NULL,0.150000005960464,0.0199999995529652,1,Europe and Africa,Other Region
ParaWorld,NULL,NULL,0.0199999995529652,0,1,Europe and Africa,Other Region
Endlessly,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Playmobil 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Dragon Quest Monsters,NULL,NULL,NULL,NULL,2,Other Region,Other Region
4X4 EVO 2,0.290000006556511,NULL,0.0800000000745058,0.00999999977648258,4,North America,Other Region
Shiro to Kuro no Alice,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
Doraemon: Aruke Aruke Labyrint,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Rats!,NULL,NULL,NULL,NULL,1,Other Region,Other Region
San Goku Shi II: Haou no Tairi,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Ninki Seiyuu no Tsukurikata,NULL,0,NULL,NULL,1,Japan,Japan
Kuno Ichiban,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Populous II: Trials of the Oly,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Harvest Moon DS: Island of Hap,0.430000007152557,0.25,0.00999999977648258,0.0399999991059303,1,North America,Europe and Africa
Super Heavy Sword,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Ranma 1/2: Byakuran Aika,NULL,NULL,NULL,NULL,1,Other Region,Other Region
PC Fútbol 2000,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Guilty Gear,0.0299999993294477,0.0700000002980232,0.0199999995529652,0.00999999977648258,2,Japan,Other Region
Kengo 3,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Star Trek:  Bridge Crew,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Mega Man Powered Up,0.119999997317791,NULL,0.00999999977648258,0.0199999995529652,2,North America,Other Region
The Weaponographist,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Marble Madness (GBC),NULL,NULL,NULL,NULL,1,Other Region,Other Region
Wasteland,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Kisekae Hamster,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Shin Megami Tensei IV Double H,NULL,0,NULL,NULL,1,Japan,Japan
Tales of Monkey Island Chapter,NULL,NULL,NULL,NULL,11,Other Region,Other Region
"Ivan ""Ironman"" Stewart's Super",NULL,NULL,NULL,NULL,1,Other Region,Other Region
Brothers Conflict: Brilliant B,NULL,0.0299999993294477,NULL,NULL,1,Japan,Other Region
Fallen Legion: Rise to Glory,0.00999999977648258,NULL,NULL,0,1,North America,Other Region
Spot It! Challenge,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Baconing,NULL,NULL,NULL,NULL,3,Other Region,Other Region
My Zoo,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Black,1.31999999284744,0.0299999993294477,0.130000002682209,0.169999996200204,4,North America,Japan
Ninja Gaiden Sigma Plus,0.119999997317791,0.0399999991059303,0.0599999986588955,0.0399999991059303,1,North America,Japan
PoPoLoCrois Monogatari II,NULL,0.200000002980232,NULL,0.00999999977648258,1,Japan,Other Region
Model * Oshare Audition: Dream,NULL,0.0700000002980232,NULL,NULL,1,Japan,Other Region
Saint Seiya: Typing Ryu Sei Ke,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Pictionary,0.690000027418137,NULL,0.24999999627471,0.0899999998509884,4,North America,Other Region
Smart Kid's Party Fun Pak,0.0500000007450581,NULL,NULL,0,1,North America,Other Region
The Mummy,0.00999999977648258,NULL,0,0,1,North America,Europe and Africa
Majin Tantei Nougami Neuro: Ne,NULL,0.00999999977648258,NULL,NULL,1,Japan,Other Region
Senran Kagura Estival Versus,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Divergent Shift,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Blazing Chrome,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Kenseiden,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Ashes Cricket 2009,NULL,NULL,0.579999998211861,0.0299999993294477,4,Europe and Africa,Other Region
